id,timestamp,window_start,client_ip,server_ip,direction,protocol,service,src_port,dst_port,size,flags
3384,1759201415.23625,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3385,1759201415.23625,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3386,1759201415.23625,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3387,1759201415.23625,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3388,1759201415.23977,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3389,1759201415.23977,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3390,1759201415.23977,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3391,1759201415.23977,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3392,1759201415.23977,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3393,1759201415.23977,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3394,1759201415.23977,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3395,1759201415.24179,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3396,1759201415.24179,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3397,1759201415.24179,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3398,1759201415.24179,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3399,1759201415.2433,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3400,1759201415.2433,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3401,1759201415.2433,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3402,1759201415.2433,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3403,1759201415.2443,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3404,1759201415.2443,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3405,1759201415.2453,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3406,1759201415.2453,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3407,1759201415.2453,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3408,1759201415.2463,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3409,1759201415.2463,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3410,1759201415.2463,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3411,1759201415.2463,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3412,1759201415.2473,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3413,1759201415.2473,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3414,1759201415.2473,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3415,1759201415.2473,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3416,1759201415.2473,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3417,1759201415.2473,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3418,1759201415.2473,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3419,1759201415.2473,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3420,1759201415.2473,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3421,1759201415.2473,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3422,1759201415.2473,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3423,1759201415.25129,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3424,1759201415.25129,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3425,1759201415.25129,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3426,1759201415.25263,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3427,1759201415.25263,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3428,1759201415.25313,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3429,1759201415.25313,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3430,1759201415.25313,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3431,1759201415.25313,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3432,1759201415.25414,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3433,1759201415.25414,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3434,1759201415.25514,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3435,1759201415.25514,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3436,1759201415.25514,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3437,1759201415.25514,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3438,1759201415.25614,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3439,1759201415.25614,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,OUT,UDP,,31689,23330,62,
3440,1759201415.25614,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3441,1759201415.25714,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3442,1759201415.25714,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3443,1759201415.2581,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3444,1759201415.2581,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3445,1759201415.2581,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3446,1759201415.2581,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3447,1759201415.25923,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3448,1759201415.25923,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3449,1759201415.25923,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3450,1759201415.26022,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3451,1759201415.26022,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3452,1759201415.26022,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3453,1759201415.26123,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3454,1759201415.26123,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3455,1759201415.26123,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3456,1759201415.26222,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3457,1759201415.26222,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3458,1759201415.26222,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3459,1759201415.26222,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3460,1759201415.26322,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3461,1759201415.26322,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3462,1759201415.26373,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3463,1759201415.26373,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3464,1759201415.26473,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3465,1759201415.26473,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3466,1759201415.26473,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3467,1759201415.26573,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3468,1759201415.26573,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3469,1759201415.26573,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3470,1759201415.26573,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,OUT,UDP,,31689,23330,96,
3471,1759201415.26673,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3472,1759201415.26673,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3473,1759201415.26773,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3474,1759201415.26773,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3475,1759201415.26773,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3476,1759201415.26924,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3477,1759201415.26924,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3478,1759201415.27024,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3479,1759201415.27024,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3480,1759201415.27024,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3481,1759201415.27024,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,OUT,UDP,,31689,23330,79,
3482,1759201415.27124,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3483,1759201415.27124,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3484,1759201415.27124,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3485,1759201415.27224,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3486,1759201415.27224,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3487,1759201415.27224,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3488,1759201415.27324,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3489,1759201415.27324,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3490,1759201415.27324,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3491,1759201415.27324,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3492,1759201415.27448,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3493,1759201415.27448,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3494,1759201415.27448,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3495,1759201415.27448,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3496,1759201415.27448,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3497,1759201415.27448,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3498,1759201415.27448,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3499,1759201415.27448,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3500,1759201415.27448,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3501,1759201415.27448,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3502,1759201415.27448,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3503,1759201415.27448,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3504,1759201415.27861,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3505,1759201415.27861,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3506,1759201415.27861,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3507,1759201415.27961,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3508,1759201415.27961,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3509,1759201415.27961,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3510,1759201415.27961,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3511,1759201415.28061,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3512,1759201415.28061,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,OUT,UDP,,31689,23330,79,
3513,1759201415.28061,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3514,1759201415.28161,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3515,1759201415.28161,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3516,1759201415.28161,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3517,1759201415.28161,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3518,1759201415.28161,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3519,1759201415.28312,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3520,1759201415.28312,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3521,1759201415.28312,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3522,1759201415.28412,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3523,1759201415.28475,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3524,1759201415.28475,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3525,1759201415.28475,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3526,1759201415.28475,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3527,1759201415.28475,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3528,1759201415.28475,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3529,1759201415.28475,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3530,1759201415.28475,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3531,1759201415.28475,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3532,1759201415.28475,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3533,1759201415.28475,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3534,1759201415.28475,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3535,1759201415.28924,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3536,1759201415.29024,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3537,1759201415.29024,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3538,1759201415.29024,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3539,1759201415.29024,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3540,1759201415.29125,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3541,1759201415.29125,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3542,1759201415.29125,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3543,1759201415.29225,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3544,1759201415.29225,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3545,1759201415.29325,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3546,1759201415.29325,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3547,1759201415.29375,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3548,1759201415.29375,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3549,1759201415.29375,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3550,1759201415.29475,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3551,1759201415.29475,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3552,1759201415.29475,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3553,1759201415.29475,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3554,1759201415.29623,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3555,1759201415.29623,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3556,1759201415.29623,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3557,1759201415.29724,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3558,1759201415.29724,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3559,1759201415.29724,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3560,1759201415.29724,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3561,1759201415.29824,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3562,1759201415.29824,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3563,1759201415.29824,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,OUT,UDP,,31689,23330,79,
3564,1759201415.29924,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3565,1759201415.29924,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3566,1759201415.29924,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3567,1759201415.30024,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3568,1759201415.30024,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3569,1759201415.30024,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3570,1759201415.30024,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3571,1759201415.30124,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3572,1759201415.30124,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3573,1759201415.30124,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3574,1759201415.30124,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3575,1759201415.30124,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3576,1759201415.30327,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3577,1759201415.30327,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3578,1759201415.30327,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3579,1759201415.30327,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3580,1759201415.30327,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3581,1759201415.30327,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3582,1759201415.30327,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3583,1759201415.30327,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3584,1759201415.30327,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3585,1759201415.30595,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3586,1759201415.30595,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3587,1759201415.30595,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,OUT,UDP,,31689,23330,62,
3588,1759201415.30696,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3589,1759201415.30696,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3590,1759201415.30696,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3591,1759201415.30796,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3592,1759201415.30796,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3593,1759201415.30796,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3594,1759201415.30896,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3595,1759201415.30896,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3596,1759201415.30896,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3597,1759201415.30896,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3598,1759201415.30996,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,OUT,UDP,,31689,23330,62,
3599,1759201415.30996,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3600,1759201415.30996,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3601,1759201415.31096,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3602,1759201415.31096,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3603,1759201415.31096,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3604,1759201415.31096,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3605,1759201415.31096,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3606,1759201415.31302,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3607,1759201415.31302,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3608,1759201415.31302,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3609,1759201415.31302,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3610,1759201415.31302,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3611,1759201415.31302,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3612,1759201415.31302,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3613,1759201415.31302,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3614,1759201415.31596,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3615,1759201415.31596,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3616,1759201415.31596,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,OUT,UDP,,31689,23330,79,
3617,1759201415.31697,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3618,1759201415.31697,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
3619,1759201415.31697,2025-09-30T03:03:32Z,189.203.85.115,192.168.0.4,IN,UDP,,23330,31689,590,
